0,9.791432,6.4261036,2.626347,4.242561,4.8209014,4.7237983,4.0196586,4.9821544,3.6942196,5.4304543,5.609491,6.5659623,4.4417243,7.1536727,5.0183907,4.01206,4.334517,5.134117,6.155676,5.8339334,5.106672,5.48726,6.129752,6.7228985,3.2528546,3.747076,5.1030354,6.081327,5.191736,5.626914,4.434307,5.482757,5.877149,7.235398,4.4031444,4.913996,4.438593,4.8964663,2.9734137,5.5493293,4.6118555,5.3601685,5.021551,5.145455,4.558678,4.646493,4.555805,5.2859316,4.573566,2.4742227,4.3452015,4.4232707,4.818737,3.7197032,5.940833,4.1542006,5.5163455,2.2174351,3.9080849,4.5587068,5.5678205,5.3296633,2.3662813,4.295502
1,9.5875225,6.38855,3.1324437,3.9744914,5.79892,4.658685,4.400621,5.3449564,3.2019362,5.5040145,5.470657,7.0147567,4.289734,7.350612,4.9507422,3.7081137,4.114156,4.698286,6.161532,5.9106355,4.835628,5.3155055,6.0772014,6.846414,3.2909718,3.821015,5.21039,5.944032,5.4661,5.7802587,4.4173965,5.3981686,5.964575,7.2989664,4.5454397,5.0574656,4.4592304,4.9314466,2.7358172,5.8295293,4.7904115,5.304458,4.884981,5.1507573,4.489533,4.7138,4.705266,5.327859,4.63588,2.1954908,4.3853607,4.310693,4.865692,3.7845547,5.777533,3.8908322,5.327514,2.21145,4.3164344,4.479187,5.7213664,5.30504,2.5288036,4.4643025
2,9.76576,6.626419,2.6009645,3.7545562,5.140665,4.58353,4.0912423,4.763754,3.220694,5.470092,5.4640465,6.956798,4.3760824,7.2565737,4.920949,4.155876,4.2912316,5.0583396,6.3493342,5.7473035,5.132822,5.521227,6.158826,6.925549,3.342466,3.796506,5.099522,6.1830034,5.1787047,5.6142993,4.407531,5.4027786,5.9833875,7.3284025,4.4370904,5.007275,4.446664,4.8755927,2.8896863,5.6520066,4.7126093,5.2675643,4.9720535,5.1926274,4.5696697,4.6211095,4.5020576,5.300841,4.633944,2.3747492,4.328424,4.4059105,4.801924,3.7220955,5.9646864,4.060298,5.453591,2.2106605,3.918814,4.576764,5.5556254,5.292484,2.4313045,4.333335
3,9.578168,6.3552837,2.9701767,4.0838666,5.4201674,4.65437,4.159492,5.066153,3.4278836,5.471959,5.512398,6.790549,4.4365907,7.2305794,4.930091,3.9280894,4.214834,4.9331493,6.1776104,5.8698635,4.8922863,5.482124,6.063733,6.8430185,3.3687277,3.8542304,5.188968,6.0856276,5.2470813,5.651272,4.443226,5.3892584,5.911553,7.1860223,4.520238,4.976764,4.415279,4.9980435,2.8324654,5.657244,4.6508083,5.364059,4.8500047,5.10468,4.5616236,4.6324244,4.5236025,5.283258,4.5208817,2.2759507,4.3149915,4.303774,4.8592687,3.7829072,5.883452,4.0227833,5.3906884,2.3378537,4.1058283,4.500828,5.595093,5.2367306,2.4844787,4.376586
4,9.733458,6.6016784,2.7963395,3.642929,5.4442225,4.5527596,4.1147304,4.5576324,3.0694852,5.460975,5.404233,7.1750884,4.3189287,7.344687,4.7803254,4.1719646,4.23286,4.906766,6.3892674,5.7240505,5.0521526,5.423766,6.154976,6.9517794,3.3952017,3.810293,5.0881553,6.1631937,5.281867,5.6662793,4.3660784,5.3874536,6.03873,7.3099203,4.4413166,5.0376863,4.465471,4.8436127,2.8383086,5.7689075,4.8656178,5.2500997,4.893941,5.2138224,4.5560694,4.6340494,4.5376,5.3159776,4.686177,2.290112,4.354129,4.327052,4.8227,3.734782,5.911758,3.9931693,5.3979526,2.2003374,4.0523605,4.574026,5.5629187,5.2435617,2.4354815,4.373738
5,9.87474,6.5558143,2.6372888,4.5208454,4.599397,4.7333207,4.016869,5.4428205,3.8745825,5.5547957,5.5305066,6.1241736,4.635883,6.818212,5.1816854,4.093995,4.3125243,5.262433,6.052788,5.647781,5.041236,5.576834,6.0827045,6.736882,3.383282,3.8750446,5.1458645,6.103876,5.011127,5.4874425,4.565874,5.4125743,5.926364,7.291932,4.4587617,4.823034,4.417368,4.904341,3.057669,5.381705,4.42343,5.3030715,5.110693,5.134098,4.563454,4.5922194,4.500647,5.255348,4.4658465,2.673399,4.300815,4.5030313,4.8603277,3.646738,6.096949,4.2724214,5.6172934,2.1745713,3.6862493,4.561171,5.464001,5.4174495,2.4869702,4.303384
6,9.552339,6.304002,3.0496824,4.1859,5.4463162,4.684617,4.20209,5.223302,3.494652,5.487615,5.5251865,6.7169256,4.45773,7.201434,4.968235,3.828438,4.19194,4.900436,6.119478,5.8987737,4.8361745,5.4598637,6.0381823,6.8280816,3.3488019,3.8612316,5.2186384,6.041469,5.2752523,5.6696496,4.4562063,5.385877,5.8864737,7.168248,4.54693,4.9835134,4.4066834,5.013061,2.820415,5.6533513,4.62742,5.3788433,4.84411,5.0850153,4.548305,4.640997,4.551048,5.2865095,4.502403,2.270355,4.3191357,4.2944674,4.8746204,3.7938423,5.8657584,4.017865,5.3857107,2.3490617,4.145496,4.4791074,5.6141253,5.238586,2.501441,4.387714
7,9.771035,6.582146,2.6018586,3.7360363,5.2126193,4.595209,4.0629783,4.6843324,3.2292063,5.443825,5.458711,6.9830647,4.3418527,7.315963,4.869342,4.1963515,4.3021545,5.06328,6.384209,5.79939,5.160959,5.5070076,6.192629,6.9356713,3.3790584,3.7903135,5.076467,6.18104,5.200154,5.6082883,4.4028153,5.4220257,6.001166,7.325144,4.410125,4.997905,4.4465795,4.877266,2.8756588,5.6686554,4.746342,5.284421,4.9433684,5.1907086,4.570817,4.6258574,4.5104165,5.296793,4.670403,2.360789,4.3300233,4.3743653,4.8079095,3.706813,5.959218,4.0707603,5.4532104,2.2029636,3.9542708,4.5764704,5.559295,5.307734,2.4018526,4.3108273
8,9.717588,6.3577976,2.7945547,4.1630406,5.0976295,4.6875715,3.9861825,4.783168,3.5672014,5.458465,5.439265,6.554404,4.5550327,7.0609303,4.8539248,4.253651,4.27252,5.0723825,6.253136,5.7055464,5.0449557,5.561459,6.143155,6.8360295,3.4767783,3.8878274,5.1011715,6.2033334,5.0723743,5.529017,4.4700484,5.3800216,5.99687,7.1983614,4.4518394,4.915844,4.421218,4.9084587,2.964627,5.5256963,4.587143,5.3180423,4.939631,5.146581,4.5737658,4.582839,4.452759,5.274909,4.5327163,2.4461715,4.2830234,4.3607955,4.8378325,3.7053013,6.0120935,4.170805,5.479858,2.2818108,3.8786721,4.5609035,5.469415,5.2820015,2.4458058,4.327274
9,9.764052,6.518654,2.610623,3.707445,5.164103,4.6341043,4.091153,4.7029834,3.200859,5.4277215,5.4899735,7.036856,4.294672,7.3631,4.8817987,4.1148496,4.278689,5.0317626,6.405594,5.765677,5.2211103,5.4119844,6.2362947,6.885971,3.3344717,3.7669668,5.042074,6.166645,5.2178564,5.6465,4.3838634,5.4299293,6.0178432,7.322816,4.403253,5.0217986,4.4529715,4.841361,2.8587565,5.6804,4.7488213,5.2913637,4.9712977,5.189147,4.5498824,4.648003,4.560981,5.317911,4.7013283,2.328769,4.349092,4.3850927,4.786512,3.7327397,5.9160247,4.0367,5.43168,2.1978436,3.9844687,4.571451,5.603018,5.3131413,2.3824465,4.3067417
