1	11
1	20
1	21
1	23
1	27
1	49
1	54
1	66
1	86
1	143
1	157
1	189
1	195
1	205
1	231
1	234
1	274
1	288
1	321
1	330
1	332
1	364
1	368
1	386
1	402
1	411
1	435
1	520
1	564
1	586
1	708
1	710
1	731
1	734
1	829
1	848
1	877
1	878
1	880
1	882
1	893
1	901
1	940
1	978
1	989
1	1037
1	1045
1	1068
1	1088
1	1096
1	1102
1	1131
1	1140
1	1164
1	1256
1	1284
1	1359
1	1376
1	1397
1	1412
1	1497
1	1560
1	1569
1	1629
1	1643
1	1682
1	1693
1	1701
1	1715
1	1719
1	1727
1	1776
1	1868
2	4
2	16
2	18
2	19
2	22
2	25
2	32
2	37
2	46
2	47
2	57
2	62
2	77
2	79
2	119
2	122
2	128
2	141
2	173
2	185
2	255
2	257
2	276
2	293
2	300
2	324
2	356
2	365
2	367
2	423
2	440
2	450
2	471
2	473
2	481
2	487
2	507
2	524
2	584
2	587
2	618
2	633
2	672
2	709
2	724
2	765
2	799
2	817
2	857
2	871
2	891
2	915
2	927
2	937
2	995
2	1060
2	1103
2	1137
2	1183
2	1261
2	1385
2	1513
2	1538
2	1563
2	1623
2	1662
2	1681
2	1857
2	1863
2	1918
2	1950
3	7
3	8
3	10
3	12
3	17
3	26
3	38
3	40
3	52
3	56
3	60
3	69
3	71
3	78
3	93
3	95
3	101
3	103
3	105
3	123
3	142
3	163
3	171
3	194
3	244
3	254
3	264
3	280
3	327
3	351
3	390
3	398
3	453
3	455
3	465
3	470
3	509
3	524
3	536
3	552
3	603
3	641
3	650
3	700
3	709
3	716
3	767
3	872
3	885
3	909
3	975
3	1015
3	1080
3	1086
3	1173
3	1258
3	1311
3	1327
3	1399
3	1419
3	1420
3	1486
3	1520
3	1522
3	1558
3	1608
3	1720
3	1903
3	1937
3	2000
4	8
4	24
4	28
4	30
4	58
4	98
4	118
4	164
4	170
4	174
4	176
4	198
4	228
4	230
4	261
4	270
4	285
4	295
4	326
4	347
4	348
4	416
4	422
4	449
4	503
4	516
4	554
4	574
4	591
4	595
4	620
4	638
4	643
4	647
4	688
4	810
4	864
4	914
4	948
4	974
4	998
4	1033
4	1051
4	1095
4	1212
4	1287
4	1317
4	1348
4	1366
4	1392
4	1460
4	1476
4	1523
4	1577
4	1613
4	1672
4	1760
4	1803
4	1939
4	1965
4	1976
5	8
5	63
5	65
5	70
5	76
5	88
5	130
5	168
5	192
5	235
5	266
5	290
5	305
5	306
5	366
5	448
5	459
5	520
5	554
5	568
5	593
5	657
5	683
5	697
5	713
5	747
5	748
5	761
5	766
5	782
5	821
5	840
5	859
5	865
5	912
5	970
5	985
5	1039
5	1082
5	1099
5	1169
5	1182
5	1199
5	1304
5	1342
5	1349
5	1493
5	1511
